id,total_reviews,average_rating,average_quality_rating,average_value_rating,aggregate_one_star_review,aggregate_two_star_review,aggregate_three_star_review,aggregate_four_star_review,aggregate_five_star_review,most_helpful_favorable,most_helpful_critical
7916,18,2,2,4,4,3,2,4,4,20,4
7915,138,4,3,4,2,1,1,3,1,35,24
7914,54,3,2,5,5,4,5,3,3,46,7
7913,64,3,2,4,3,2,3,2,2,36,9
7912,28,4,5,5,5,1,1,1,2,10,11
7911,61,3,1,5,2,2,1,3,4,35,36
7910,48,2,1,4,2,1,5,1,3,43,45
7909,12,2,4,5,5,4,3,1,4,21,50
7908,81,3,3,2,3,5,2,5,5,41,34
7907,171,2,2,5,5,2,3,4,3,28,50
7906,96,4,2,4,4,1,3,3,2,10,8
7905,111,4,3,5,1,1,1,3,4,16,34
7904,120,2,3,4,5,1,4,3,2,18,3
7903,96,5,3,1,2,1,1,2,5,28,35
7902,121,2,3,3,5,4,3,3,1,44,25
7901,195,1,5,4,3,4,4,1,2,50,20
7900,80,2,1,4,3,2,5,1,2,6,47
7899,62,2,4,4,4,3,4,5,4,14,45
7898,185,1,4,5,2,5,5,1,2,12,46
7897,110,3,5,5,2,2,5,5,3,16,34
7896,33,1,1,2,1,2,3,2,2,19,5
7895,196,1,4,3,4,5,3,2,3,3,33
7894,139,1,3,4,5,1,2,2,5,21,49
7893,165,1,1,2,3,5,1,3,2,38,37
7892,138,2,1,4,1,5,2,3,4,16,12
7891,56,3,4,4,2,3,5,1,2,33,49
7890,34,1,4,1,5,2,1,3,4,34,45
7889,156,4,4,1,4,2,4,1,5,8,5
7888,112,5,1,3,4,3,2,2,5,10,22
7887,85,4,2,5,3,3,1,5,2,20,4
7886,48,3,1,1,1,4,1,2,4,18,6
7885,123,2,1,2,5,4,3,5,4,50,36
7884,94,4,3,3,5,2,5,4,1,36,34
7883,74,4,3,2,2,1,4,5,4,49,16
7882,36,2,5,4,4,2,5,2,3,14,24
7881,179,3,3,2,5,3,3,1,5,18,32
7880,116,3,1,4,5,1,2,5,1,34,49
7879,155,5,2,5,4,2,5,5,1,15,15
7878,76,1,1,2,5,2,1,5,3,22,9
7877,169,4,2,5,1,1,5,1,1,14,8
7876,99,2,5,4,5,4,5,5,3,19,44
7875,20,4,5,1,5,2,3,2,3,25,19
7874,152,2,3,2,5,2,5,4,3,46,6
7873,47,2,2,5,3,4,1,5,4,30,45
7872,108,4,4,3,4,2,2,4,1,44,38
7871,159,4,3,4,3,5,2,2,5,27,46
7870,15,5,1,5,5,2,2,4,2,41,2
7869,60,5,2,1,4,4,4,5,5,20,47
7868,4,4,2,3,1,1,5,1,4,24,43
7867,27,4,5,1,3,3,2,4,1,49,45
7866,149,5,5,2,5,5,1,3,1,19,44
7865,165,1,5,5,1,4,4,1,2,22,17
7864,60,3,1,5,2,3,5,1,2,1,4
7863,122,4,5,4,5,2,1,4,3,38,9
7862,106,5,4,4,5,2,4,5,3,36,41
7861,114,1,3,5,4,1,2,2,3,15,42
7860,63,4,4,3,1,1,3,4,1,34,41
7859,74,4,4,3,3,3,5,2,4,14,29
7858,137,4,3,3,2,5,4,5,5,20,16
7857,90,4,2,3,1,3,1,4,4,31,6
7856,114,2,4,5,4,2,2,2,1,13,34
7855,110,4,4,1,4,1,2,2,3,38,6
7854,82,2,4,4,2,5,2,4,2,37,5
7853,178,5,5,4,4,1,4,5,1,10,11
7852,69,4,2,3,4,4,2,4,2,49,3
7851,151,3,5,1,5,4,4,4,3,7,19
7850,98,4,5,1,1,1,5,2,3,50,37
7849,7,4,2,5,2,2,1,4,4,17,30
7848,122,3,2,1,2,1,2,3,2,28,48
7847,120,5,5,1,1,3,3,2,1,15,47
7846,87,1,4,1,1,1,3,4,5,34,50
7845,121,1,1,2,2,1,1,3,2,5,12
7844,19,2,3,2,2,5,3,1,1,3,27
7843,38,5,3,1,3,1,3,1,4,4,3
7842,199,3,1,5,2,5,3,1,5,37,11
7841,121,1,3,3,1,1,1,1,5,36,43
7840,15,5,2,4,3,3,2,3,2,47,23
7839,148,1,2,5,2,2,3,1,4,49,40
7838,96,3,5,4,1,3,3,1,3,21,29
7837,19,1,1,1,4,4,2,4,1,16,30
7836,93,2,2,5,5,1,3,1,4,49,39
7835,198,5,2,5,5,2,4,2,2,16,41
7834,124,5,5,2,1,1,2,2,4,50,8
7833,196,1,3,4,1,4,1,4,4,14,25
7832,29,1,1,1,2,3,5,4,1,42,17
7831,63,5,1,1,3,3,2,5,4,22,48
7830,63,2,3,2,5,1,4,4,5,45,17
7829,82,4,4,5,4,5,2,3,5,10,26
7828,148,3,3,3,1,5,4,1,4,23,28
7827,121,2,3,1,1,1,5,4,3,2,49
7826,198,2,2,1,4,3,3,5,1,10,16
7825,54,5,5,4,4,4,1,2,2,19,24
7824,60,3,4,5,5,3,4,4,3,21,18
7823,138,1,4,2,2,1,3,2,2,16,23
7822,45,3,3,3,4,1,3,3,3,28,27
7821,23,2,2,2,4,5,4,2,4,12,9
7820,165,2,1,2,1,2,2,2,5,14,25
7819,155,4,4,5,1,1,2,1,4,46,36
7818,111,2,4,5,5,4,1,3,5,3,45
7817,101,4,1,3,4,4,5,2,3,29,5
7816,169,4,4,2,1,2,5,4,3,39,31
7815,8,1,3,3,2,3,3,2,1,37,23
7814,131,1,4,5,2,1,4,5,1,9,41
7813,37,2,3,4,1,5,1,5,3,23,28
7812,5,1,2,1,3,5,1,3,3,4,26
7811,149,5,4,1,5,2,5,4,1,12,27
7810,38,2,3,3,4,4,4,2,5,48,39
7809,109,4,4,3,5,1,3,2,3,20,2
7808,168,4,5,2,5,2,1,5,5,11,11
7807,2,5,4,3,1,1,3,3,5,4,24
7806,2,1,1,2,5,5,4,5,1,34,38
7805,88,5,1,1,5,2,1,3,3,9,17
7804,167,2,5,2,5,4,1,3,1,16,44
7803,28,5,5,2,2,3,3,4,4,32,16
7802,132,3,2,3,4,1,2,2,3,21,34
7801,97,1,2,2,2,4,1,5,5,6,14
7800,74,4,5,2,4,3,1,1,4,2,39
7799,147,1,5,5,4,2,5,4,2,4,7
7798,126,1,2,1,5,1,2,5,1,38,40
7797,1,3,4,3,2,5,1,2,1,38,6
7796,6,2,2,1,3,1,4,4,3,40,21
7795,56,4,4,2,1,1,2,4,1,14,45
7794,92,5,3,2,5,3,4,3,5,21,43
7793,152,1,4,5,3,5,1,4,3,19,36
7792,9,1,5,2,5,4,3,1,1,33,11
7791,76,1,4,2,2,1,5,2,5,22,13
7790,88,3,5,1,2,4,4,1,4,13,35
7789,85,5,5,1,1,5,1,1,5,14,13
7788,122,3,2,4,4,4,3,4,1,2,19
7787,43,1,5,5,1,3,4,2,4,35,29
7786,128,1,5,3,2,5,4,1,4,8,50
7785,82,5,3,2,1,2,4,5,1,10,23
7784,99,1,2,1,5,2,5,3,3,1,39
7783,134,5,4,4,4,5,1,4,1,41,27
7782,81,2,5,4,2,4,3,3,5,26,26
7781,191,4,5,4,4,3,2,4,4,11,32
7780,41,4,2,5,2,4,2,5,2,12,30
7779,167,4,2,5,5,5,2,4,2,3,20
7778,29,5,2,3,5,5,3,5,4,45,42
7777,64,1,5,4,4,3,1,4,4,24,22
7776,21,2,3,4,4,1,4,5,3,39,26
7775,7,4,4,5,3,5,2,3,1,23,33
7774,62,5,4,1,2,3,1,2,1,7,21
7773,79,3,3,1,3,5,1,5,3,16,48
7772,93,5,2,5,3,3,3,2,4,16,50
7771,39,3,5,1,3,5,3,5,3,38,11
7770,30,1,4,2,1,5,3,4,4,4,36
7769,69,4,2,5,2,1,3,1,5,34,17
7768,61,5,2,5,2,4,1,5,2,41,5
7767,192,1,1,3,1,2,3,1,3,14,30
7766,117,4,1,1,3,2,4,1,1,11,43
7765,8,5,5,3,3,2,4,5,3,11,1
7764,0,5,3,4,4,1,4,5,5,36,30
7763,82,5,2,2,2,3,3,4,4,22,25
7762,174,2,2,4,1,4,5,1,4,38,6
7761,38,3,5,3,3,4,2,3,1,38,31
7760,101,1,2,5,5,5,1,4,2,27,32
7759,76,3,1,5,4,5,1,4,1,9,19
7758,67,2,3,1,4,1,5,5,5,46,36
7757,164,3,3,3,4,3,3,1,4,3,23
7756,95,2,5,3,3,2,1,4,3,15,24
7755,124,2,1,3,1,2,3,4,2,24,37
7754,76,5,4,3,2,3,3,4,3,32,42
7753,38,3,1,2,1,1,5,3,5,46,12
7752,95,4,1,4,4,3,4,5,4,7,2
7751,5,5,2,2,4,4,3,5,4,13,20
7750,89,1,2,3,3,2,5,3,5,4,39
7749,198,4,2,3,2,5,5,5,1,23,30
7748,135,1,4,2,1,5,4,5,3,41,13
7747,152,4,3,5,3,5,5,5,2,2,37
7746,95,3,3,4,5,5,4,1,3,46,38
7745,127,3,1,2,2,4,3,1,1,10,12
7744,18,3,1,5,2,4,5,3,5,40,37
7743,57,2,5,2,1,1,5,5,5,32,37
7742,171,1,2,3,3,5,1,1,1,38,24
7741,168,2,5,5,5,2,4,2,4,47,13
7740,84,3,2,4,2,2,3,2,5,40,13
7739,62,5,5,4,4,4,1,3,2,37,50
7738,65,1,5,5,4,5,1,4,4,32,17
7737,126,3,1,3,2,4,1,4,1,13,30
7736,35,5,1,2,2,3,5,5,4,30,21
7735,104,2,1,3,4,1,3,1,4,48,33
7734,104,4,5,1,4,2,5,1,3,11,12
7733,110,2,2,4,1,3,3,5,3,5,29
7732,27,3,1,3,2,1,5,2,1,28,42
7731,186,5,3,4,2,3,4,3,1,40,44
7730,1,5,3,5,4,3,4,5,2,2,34
7729,186,4,3,2,4,5,2,4,1,48,9
7728,23,4,3,5,3,3,1,2,1,34,2
7727,91,2,2,1,4,1,3,3,4,27,10
7726,33,2,1,5,3,1,5,1,5,49,25
7725,148,4,2,3,1,5,5,2,2,37,40
7724,61,4,1,2,2,1,4,1,5,26,42
7723,183,5,4,4,5,4,5,3,4,20,20
7722,108,4,2,4,2,3,2,3,1,44,47
7721,180,2,2,1,2,5,1,1,4,10,10
7720,24,1,4,4,5,3,5,2,1,38,39
7719,45,2,4,1,5,1,5,4,3,5,47
7718,133,1,3,3,5,4,5,3,3,29,50
7717,104,3,5,5,5,1,2,4,2,34,16
7716,87,4,4,2,2,4,3,1,5,18,15
7715,186,4,2,1,2,4,3,2,4,35,38
7714,191,5,2,4,3,5,5,5,2,39,18
7713,118,5,5,2,1,4,2,2,4,34,36
7712,170,3,4,5,4,2,1,3,3,43,46
7711,154,2,2,1,5,4,5,5,5,6,24
7710,50,1,1,5,5,2,4,5,3,19,12
7709,103,3,2,3,2,1,1,5,5,24,33
7708,5,4,5,1,1,2,2,5,3,48,12
7707,4,3,1,2,2,4,1,1,3,26,38
7706,73,2,5,3,2,3,1,1,5,5,44
7705,49,3,5,2,4,2,2,3,4,13,50
7704,75,3,1,2,5,5,5,3,5,49,21
7703,56,2,4,1,3,2,1,4,4,5,10
7702,52,2,5,5,2,4,5,4,2,37,8
7701,69,5,1,3,2,2,1,4,5,31,49
7700,95,1,1,3,1,5,5,4,4,41,15
7699,94,4,1,4,5,1,1,3,3,36,5
7698,113,3,1,1,1,1,5,1,5,23,26
7697,104,1,1,1,3,1,2,3,1,35,27
7696,75,5,2,2,5,4,3,1,5,3,27
7695,114,1,5,3,4,3,1,1,3,31,39
7694,174,4,3,1,4,5,3,1,5,33,35
7693,53,2,3,3,4,2,5,4,3,49,27
7692,164,3,3,3,3,5,4,1,5,48,16
7691,200,5,5,2,4,1,4,5,3,16,43
7690,184,2,4,1,4,4,4,1,5,9,32
7689,152,5,2,1,4,1,3,3,2,15,2
7688,200,2,3,4,5,1,5,2,4,40,16
7687,56,4,3,5,5,4,5,1,5,10,43
7686,179,2,1,3,5,2,3,4,2,31,16
7685,45,5,5,2,1,1,4,2,3,42,38
7684,21,2,4,3,1,3,1,2,2,39,26
7683,155,1,1,3,4,5,3,4,3,24,4
7682,96,3,5,4,4,3,5,4,2,33,27
7681,69,3,1,2,1,5,2,5,1,42,31
7680,5,1,2,1,3,5,5,2,1,41,8
7679,14,5,5,1,5,1,4,3,1,32,2
7678,68,1,4,4,4,1,1,3,1,1,39
7677,8,5,5,5,3,4,2,5,3,12,18
7676,178,3,5,4,4,4,4,1,2,48,15
7675,63,1,4,1,3,5,1,1,5,31,12
7674,185,3,4,1,2,1,2,2,2,27,1
7673,103,4,2,5,3,3,2,3,5,40,40
7672,174,1,5,5,5,3,2,2,3,14,26
7671,17,4,4,1,4,3,3,1,1,17,24
7670,136,2,4,4,3,1,3,3,3,32,4
7669,194,3,2,5,3,2,4,3,3,21,48
7668,45,1,2,3,2,1,2,3,4,31,44
7667,115,3,5,4,2,1,4,3,1,18,17
7666,118,1,1,3,4,3,5,4,5,19,43
7665,48,3,3,2,1,4,3,1,3,17,25
7664,114,5,5,4,4,3,4,5,2,23,47
7663,135,4,2,1,1,3,4,3,1,21,34
7662,102,1,3,5,1,2,5,3,5,12,35
7661,17,1,3,4,2,1,5,3,3,47,10
7660,155,4,3,2,5,2,1,2,2,18,47
7659,143,1,5,5,5,2,4,5,5,1,1
7658,156,5,3,5,1,3,1,5,4,2,13
7657,194,1,1,3,3,4,1,1,5,48,44
7656,167,2,1,2,1,3,5,5,5,44,24
7655,147,1,4,3,1,2,5,5,1,50,15
7654,66,3,5,4,1,2,1,3,4,27,39
7653,110,2,1,4,4,3,1,3,2,26,40
7652,193,3,1,4,4,5,2,3,4,28,43
7651,156,2,4,4,4,5,4,5,5,15,25
7650,13,2,5,1,1,2,5,1,1,47,39
7649,54,5,5,4,3,5,1,5,3,11,43
7648,149,5,4,2,1,1,5,5,5,24,20
7647,22,2,1,4,3,1,2,5,2,14,49
7646,108,4,4,3,3,2,4,3,4,39,10
7645,186,1,1,2,3,1,5,4,4,12,9
7644,97,3,1,2,3,1,3,2,1,8,10
7643,1,5,4,1,4,5,1,1,4,45,5
7642,85,1,5,3,3,5,4,5,1,29,6
7641,62,2,3,3,1,1,1,3,5,9,39
7640,101,4,5,3,5,5,2,1,2,49,13
7639,173,4,3,2,5,1,3,2,1,35,23
7638,142,5,3,5,2,4,2,4,4,34,27
7637,57,5,1,3,1,2,1,5,3,44,40
7636,169,5,1,3,2,4,2,5,2,32,12
7635,26,3,2,3,5,3,4,3,5,4,47
7634,5,4,3,1,1,2,1,3,2,33,37
7633,118,2,2,4,5,2,4,3,3,30,42
7632,161,4,4,1,5,4,4,1,3,1,47
7631,23,1,5,4,5,4,2,5,4,20,4
7630,57,2,5,4,3,3,2,4,3,37,19
7629,81,2,3,3,2,5,1,4,1,9,44
7628,21,3,4,2,5,4,4,5,3,35,4
7627,29,4,1,3,5,2,5,4,1,13,30
7626,185,1,2,3,1,1,2,5,4,2,10
7625,138,2,4,5,4,3,5,1,1,26,15
7624,133,5,4,4,2,1,1,2,2,33,17
7623,108,5,2,3,5,4,4,5,5,2,2
7622,103,3,1,1,4,2,4,3,2,3,46
7621,192,2,3,3,4,1,1,3,4,48,26
7620,129,2,4,3,1,4,3,2,3,6,36
7619,103,2,2,5,2,3,5,2,4,36,9
7618,59,4,2,2,3,2,5,1,5,24,33
7617,142,3,1,4,4,5,5,2,1,4,37
7616,100,2,5,4,3,2,3,5,5,6,32
7615,97,4,1,5,5,5,2,2,5,8,42
7614,130,4,2,1,2,4,4,3,4,45,16
7613,65,1,4,1,1,1,2,4,4,36,32
7612,79,4,2,5,3,3,5,4,4,2,17
7611,113,5,4,2,4,3,3,1,4,18,42
7610,85,1,1,3,4,3,4,2,3,6,20
7609,97,3,2,2,4,5,1,2,2,33,11
7608,94,1,3,3,5,5,2,3,5,37,24
7607,23,4,2,4,4,2,2,5,4,6,32
7606,4,5,1,5,4,5,3,1,3,16,10
7605,76,4,3,3,4,4,2,3,5,38,30
7604,180,4,4,4,4,5,4,4,2,16,28
7603,115,3,4,4,2,2,4,1,2,19,21
7602,115,3,1,2,4,1,2,3,5,40,30
7601,158,2,3,4,5,3,4,2,1,39,10
7600,176,4,3,4,3,2,4,5,2,50,27
7599,14,1,5,1,1,3,5,5,3,31,42
7598,200,4,4,4,2,4,5,2,5,2,10
7597,131,1,5,5,4,4,1,1,4,9,9
7596,134,1,2,1,1,4,4,1,5,47,23
7595,119,5,2,2,2,5,2,3,2,29,6
7594,64,3,2,3,2,4,5,1,2,14,8
7593,196,3,3,2,4,1,2,4,1,11,2
7592,129,5,5,4,5,4,5,1,2,24,24
7591,145,2,5,1,2,2,4,5,3,2,46
7590,11,2,2,3,2,4,4,1,1,40,40
7589,69,5,3,4,4,5,5,1,1,29,16
7588,106,3,1,2,4,3,4,5,5,41,20
7587,195,2,5,1,2,3,4,2,3,16,2
7586,70,2,3,1,1,1,4,2,3,46,3
7585,137,2,2,3,3,4,1,4,2,27,45
7584,187,1,4,2,5,2,5,1,3,46,46
7583,190,4,3,3,1,1,4,4,1,26,43
7582,122,3,5,4,4,2,1,5,1,22,45
7581,92,5,3,2,3,3,5,4,2,26,50
7580,35,3,5,2,4,2,2,5,2,34,26
7579,29,4,5,2,2,4,4,2,2,48,3
7578,4,4,2,3,4,4,3,2,1,4,24
7577,160,5,4,2,3,3,2,3,4,24,22
7576,11,4,4,5,2,1,1,3,5,16,50
7575,87,5,5,2,5,2,1,1,1,28,31
7574,14,1,5,1,5,4,1,4,3,32,42
7573,100,5,3,3,2,3,1,3,4,7,1
7572,27,3,4,3,1,1,3,1,3,29,31
7571,47,4,5,3,3,4,2,1,2,10,43
7570,29,3,4,3,3,4,2,2,2,48,45
7569,34,2,5,5,3,3,5,3,2,6,28
7568,184,2,5,3,4,3,1,1,5,3,13
7567,45,1,5,1,4,5,4,5,4,26,20
7566,76,5,2,5,5,5,4,3,3,20,30
7565,14,2,1,5,3,4,4,3,4,29,17
7564,53,1,3,4,4,5,3,2,1,19,24
7563,128,2,5,5,4,4,4,2,2,45,11
7562,136,4,5,4,3,3,3,4,5,18,36
7561,90,5,4,4,5,5,5,4,5,32,36
7560,150,3,5,1,2,2,2,4,3,17,14
7559,185,2,1,2,5,2,4,2,5,28,34
7558,141,4,2,1,1,5,2,2,5,30,6
7557,69,4,1,1,2,4,4,2,1,4,30
7556,12,5,4,1,1,3,3,3,1,50,42
7555,177,5,1,1,4,2,3,4,3,26,5
7554,90,2,3,1,4,2,4,1,4,5,16
7553,119,3,2,4,3,4,5,2,1,3,21
7552,20,3,5,4,1,3,3,5,2,39,48
7551,91,3,4,3,5,1,5,2,4,8,40
7550,79,4,3,2,3,2,2,4,1,11,14
7549,57,2,2,1,3,2,2,4,4,27,23
7548,165,2,1,4,2,4,3,3,4,46,42
7547,132,2,4,5,4,5,2,3,4,14,22
7546,109,3,3,1,5,2,2,4,5,31,15
7545,2,5,2,4,3,5,3,3,3,31,6
7544,52,5,2,5,5,4,2,1,5,9,45
7543,87,3,4,5,1,3,4,5,2,25,6
7542,110,1,3,5,1,2,1,4,2,2,34
7541,80,5,2,2,2,4,2,3,2,24,6
7540,4,5,5,4,4,2,2,1,1,38,34
7539,167,4,1,3,2,3,2,2,5,37,11
7538,111,5,5,1,3,4,5,2,4,33,8
7537,1,5,1,5,5,4,4,5,2,38,49
7536,59,4,1,5,2,3,1,2,5,31,22
7535,26,5,3,4,4,4,1,1,4,20,41
7534,63,1,4,5,3,2,3,3,2,23,40
7533,140,5,2,5,2,1,1,3,4,50,48
7532,194,1,1,3,5,1,4,4,5,25,28
7531,106,1,4,2,2,3,2,5,1,7,42
7530,132,4,3,4,5,4,4,5,3,12,18
7529,116,4,5,2,1,5,4,3,1,40,35
7528,199,2,4,3,2,5,2,3,1,15,40
7527,135,5,5,4,2,1,1,2,5,6,32
7526,89,2,1,1,2,1,5,3,2,37,40
7525,182,4,2,5,2,1,3,1,2,25,21
7524,161,2,5,4,1,1,5,3,1,12,34
7523,172,4,4,2,4,4,5,5,4,31,1
7522,94,2,2,5,1,2,3,4,1,47,46
7521,114,5,3,3,1,1,5,2,1,38,29
7520,75,2,2,2,3,1,5,3,3,44,38
7519,85,1,2,4,3,2,3,1,4,15,10
7518,108,2,4,5,3,1,5,1,4,8,50
7517,22,5,4,1,2,3,5,2,5,38,49
7516,18,2,1,2,3,5,1,2,3,23,42
7515,177,5,1,1,1,2,4,1,3,9,49
7514,46,1,3,5,3,3,5,3,1,12,41
7513,135,2,1,5,3,1,4,4,5,6,17
7512,26,2,3,2,3,4,3,4,5,14,7
7511,187,4,1,1,3,2,4,3,5,9,20
7510,185,2,5,4,1,4,5,2,2,38,5
7509,196,3,1,2,1,1,3,3,4,17,43
7508,29,2,1,3,1,2,1,3,1,11,39
7507,187,3,3,4,3,3,5,5,2,42,6
7506,75,4,3,3,4,5,2,1,2,17,8
7505,95,3,3,4,1,3,5,1,1,48,27
7504,183,3,4,2,2,1,5,4,3,23,15
7503,156,2,4,4,4,2,3,3,2,16,16
7502,16,4,3,1,5,2,1,3,1,42,33
7501,64,2,4,2,3,2,5,5,2,49,42
7500,127,2,5,1,4,4,4,3,3,48,30
7499,48,2,2,4,5,1,1,1,3,48,37
7498,90,4,3,1,1,5,2,2,1,27,7
7497,185,1,3,5,5,1,5,5,4,46,32
7496,44,4,5,3,4,3,2,3,2,40,1
7495,199,4,3,2,4,5,2,3,3,3,12
7494,10,2,5,3,3,4,5,2,1,33,16
7493,0,2,2,4,2,1,1,1,5,29,9
7492,16,1,5,3,1,2,3,1,4,21,6
7491,65,5,2,4,5,3,3,5,4,39,12
7490,78,1,5,1,3,1,3,2,1,39,7
7489,56,2,1,2,4,5,4,4,5,46,37
7488,158,2,5,2,3,3,4,4,5,5,15
7487,21,2,1,3,1,1,3,1,4,36,12
7486,80,2,1,1,4,2,2,3,1,17,16
7485,1,5,5,2,2,2,1,2,2,49,30
7484,198,4,5,3,2,4,1,4,4,14,3
7483,192,2,3,3,5,3,5,4,2,11,49
7482,107,4,3,5,4,1,3,3,2,21,4
7481,36,4,3,3,1,1,5,2,1,2,31
7480,65,5,1,4,2,2,3,1,2,24,46
7479,182,3,3,1,5,3,5,4,5,30,27
7478,189,3,2,3,4,1,4,5,4,15,47
7477,0,5,3,2,3,4,5,3,4,25,49
7476,194,5,5,4,5,3,5,3,1,9,37
7475,155,4,5,2,2,4,1,4,2,17,6
7474,82,1,5,2,2,4,2,2,5,43,3
7473,80,1,4,1,1,2,3,1,3,11,2
7472,192,4,2,4,1,3,5,1,2,30,3
7471,131,5,5,1,5,4,1,1,5,8,5
7470,66,5,5,5,2,2,5,3,4,8,12
7469,44,2,3,4,4,2,2,2,5,8,18
7468,42,1,2,5,2,3,1,2,1,41,41
7467,166,3,4,2,4,1,2,4,3,14,17
7466,93,5,4,2,2,4,2,1,5,27,28
7465,197,4,5,2,4,1,5,4,1,46,4
7464,67,5,2,4,3,5,4,3,4,6,39
7463,148,4,1,2,2,1,2,4,1,35,44
7462,142,3,2,5,3,2,3,1,2,48,44
7461,71,1,2,2,5,5,4,1,5,12,43
7460,74,4,3,4,1,4,1,3,4,50,21
7459,124,1,2,1,5,4,2,2,2,37,41
7458,65,2,3,2,5,2,5,1,2,43,37
7457,52,2,5,3,1,1,1,1,2,40,42
7456,3,2,1,5,4,1,3,1,1,35,41
7455,197,1,3,2,3,5,5,5,4,40,11
7454,20,3,2,3,4,4,3,4,1,32,9
7453,199,1,1,4,3,3,5,5,3,32,12
7452,137,3,1,3,5,4,1,5,3,17,12
7451,49,1,2,4,4,5,4,2,5,49,22
7450,113,2,4,4,5,4,5,2,2,28,7
7449,144,1,4,4,1,5,1,3,5,23,33
7448,34,5,3,2,5,2,1,4,3,3,31
7447,16,1,2,5,1,2,1,1,4,9,16
7446,79,3,2,2,5,3,4,5,3,46,44
7445,171,3,5,4,1,1,3,4,3,37,14
7444,16,1,4,3,5,4,5,4,1,20,28
7443,151,5,4,3,1,3,1,3,3,12,18
7442,146,4,4,1,4,1,5,1,3,8,18
7441,164,5,3,5,1,2,3,5,3,46,47
7440,50,4,1,4,2,4,3,5,3,49,10
7439,77,2,5,5,1,4,4,5,4,30,16
7438,200,1,4,2,1,5,4,4,1,45,30
7437,172,1,4,1,1,5,3,4,4,24,14
7436,17,2,4,3,1,2,5,4,3,33,1
7435,54,3,5,3,3,2,4,5,4,37,23
7434,128,3,5,5,5,1,4,4,4,26,12
7433,124,5,5,1,4,2,1,2,1,42,30
7432,59,2,1,2,2,5,1,2,2,32,47
7431,22,4,4,1,5,5,4,1,5,4,46
7430,96,2,4,1,3,4,4,5,3,42,10
7429,131,2,2,3,5,1,3,2,3,28,40
7428,126,5,2,2,5,2,3,5,1,33,4
7427,59,5,2,3,1,3,5,1,5,19,19
7426,102,2,5,2,4,5,1,1,1,6,46
7425,53,3,2,3,1,5,3,3,2,36,4
7424,90,3,3,3,5,3,2,3,3,49,28
7423,30,3,2,4,2,2,2,1,4,22,38
7422,25,5,3,5,2,2,1,3,5,18,7
7421,46,1,4,1,4,2,5,1,5,1,21
7420,176,5,2,3,2,2,3,5,1,21,22
7419,112,1,4,5,4,5,3,1,1,21,28
7418,48,4,3,5,3,5,2,4,1,28,25
7417,151,4,5,4,3,2,4,1,1,10,12
7416,129,2,1,4,2,1,1,3,4,21,10
7415,7,4,2,1,5,1,3,2,2,3,35
7414,159,5,3,5,4,3,5,5,3,9,22
7413,186,4,1,5,3,1,4,2,3,23,37
7412,165,4,4,4,1,5,1,2,5,16,26
7411,82,4,4,3,3,2,1,4,5,19,23
7410,162,4,4,2,4,2,4,2,3,2,7
7409,138,5,1,1,4,5,5,5,4,47,16
7408,59,2,5,2,1,2,2,3,5,22,3
7407,113,4,2,4,5,1,4,5,2,48,3
7406,185,3,3,5,1,1,4,5,4,6,47
7405,38,4,3,2,4,3,4,1,3,17,21
7404,73,3,3,1,2,5,1,5,3,29,31
7403,102,3,5,1,2,1,3,1,1,47,31
7402,79,4,1,1,2,5,2,3,3,18,18
7401,185,4,3,4,4,1,5,3,3,39,19
7400,176,4,3,3,5,4,3,1,5,15,17
7399,106,5,1,2,2,4,3,5,2,37,20
7398,76,3,4,3,1,5,5,3,2,38,18
7397,130,1,4,5,3,3,2,5,4,10,34
7396,40,3,2,2,2,2,5,5,4,35,41
7395,116,5,1,5,2,1,1,1,4,40,17
7394,145,3,2,5,5,1,2,2,3,4,7
7393,188,2,5,2,5,5,2,4,3,14,17
7392,81,5,3,5,3,4,3,1,5,10,41
7391,168,1,2,3,4,3,5,1,2,20,47
7390,10,4,2,3,5,4,5,2,1,25,3
7389,106,2,2,5,5,5,5,3,2,10,26
7388,94,3,3,4,3,3,3,2,2,40,5
7387,13,2,5,1,4,5,1,5,3,27,7
7386,200,4,5,1,2,5,5,4,5,35,32
7385,119,3,2,3,5,1,5,1,4,35,45
7384,94,1,1,4,4,4,5,3,1,47,49
7383,13,1,3,4,5,1,3,4,2,24,14
7382,89,2,2,5,2,3,1,1,5,3,19
7381,76,2,4,2,4,2,5,4,2,47,16
7380,36,5,3,3,2,3,5,5,4,28,32
7379,7,5,3,1,3,5,3,2,2,23,4
7378,49,1,1,5,5,4,3,5,3,9,47
7377,75,1,4,2,4,1,2,5,2,19,38
7376,52,5,1,5,3,1,5,3,3,15,11
7375,177,5,3,4,2,1,1,5,3,22,48
7374,137,2,1,5,1,2,3,1,5,48,4
7373,20,3,5,5,1,1,3,4,1,40,41
7372,114,5,3,5,2,5,2,1,5,34,7
7371,191,2,1,4,4,3,2,3,2,47,12
7370,99,5,1,2,2,5,2,2,5,37,25
7369,90,4,4,5,1,1,5,5,3,35,50
7368,79,3,5,3,2,5,1,2,2,21,49
7367,183,4,3,2,3,4,3,2,5,35,28
7366,187,5,1,5,4,1,1,2,1,35,1
7365,193,4,2,4,5,1,3,5,2,16,41
7364,122,3,4,1,3,4,5,4,2,39,46
7363,144,1,2,1,3,2,2,3,4,8,27
7362,186,1,4,5,2,3,2,3,3,8,8
